Company_name,Rating,Reviews,Industry_and_Location
Saudi Aramco,4.5,(582),Oil & Gas | Mumbai +37 other locations
Hpl Electric & Power,3.7,(582),Electrical Equipment | Gurgaon / Gurugram +68 other locations
Vadilal Industries,4.1,(581),FMCG | Ahmedabad +84 other locations
EaseMyTrip.com,4.0,(581),Internet | New Delhi +8 other locations
IDP Education Limited,3.6,(580),Education & Training | Chennai +49 other locations
Micromax Informatics,3.9,(579),Consumer Electronics & Appliances | New Delhi +119 other locations
Inspira Enterprise India Limited,3.6,(579),IT Services & Consulting | Mumbai +35 other locations
IKEA,4.0,(578),Retail | Bangalore / Bengaluru +23 other locations
PTC,4.2,(578),Software Product | Pune +41 other locations
Coal India,4.0,(579),Metals & Mining | Kolkata +62 other locations
Ofbusiness,3.0,(579),Internet | Gurgaon / Gurugram +41 other locations
Myk Laticrete,3.9,(578),Building Material | Hyderabad / Secunderabad +85 other locations
BEML,3.8,(577),Industrial Machinery | Bangalore / Bengaluru +36 other locations
Pathkind Diagnostics Private Limited,4.0,(577),Healthcare | New Delhi +97 other locations
Consulting Engineers Group,4.1,(577),Engineering & Construction | Jaipur +70 other locations
EdgeVerve Systems,3.3,(576),Software Product | Bangalore / Bengaluru +14 other locations
Pamac Finserve,3.2,(576),BPO | Mumbai +59 other locations
Anmol Industries,3.9,(576),FMCG | Kolkata +87 other locations
Efs Facilities Services,3.7,(574),Facility Management Services | New Delhi +59 other locations
Quest Retail Private Limited,4.1,(576),Retail | Gurgaon / Gurugram +64 other locations
Hilton,4.1,(575),Hospitality | Bangalore / Bengaluru +40 other locations
Wood Group,3.8,(575),Engineering & Construction | Chennai +29 other locations
Efs Facilities Services,3.7,(574),Facility Management Services | New Delhi +59 other locations
GAMMON INDIA,3.7,(574),Engineering & Construction | Mumbai +70 other locations
APL Apollo Tubes,4.0,(573),Iron & Steel | Raipur +46 other locations
Jindal Poly Films,3.6,(573),Packaging | Nashik +19 other locations
Gandhi Automations,4.0,(572),Industrial Machinery | Mumbai +24 other locations
Sterling Oil Exploration & Energy Production,3.6,(572),Oil & Gas | Lagos +22 other locations
Eli Lilly and Company,3.5,(572),Pharma | Bangalore / Bengaluru +18 other locations
SIS Prosegur Holdings,3.4,(572),Law Enforcement & Security | New Delhi +91 other locations
Hettich,3.7,(572),Furniture & Furnishing | Mumbai +45 other locations
SoftAge Information Technology,3.6,(571),IT Services & Consulting | Gurgaon / Gurugram +126 other locations
AVEVA,4.0,(570),Software Product | Hyderabad / Secunderabad +14 other locations
HBL Power Systems,4.0,(569),Electrical Equipment | Hyderabad / Secunderabad +49 other locations
Cvent,3.2,(569),Software Product | Gurgaon / Gurugram +9 other locations
Maharashtra State Electricity Distribution Company,4.2,(569),Power | Pune +91 other locations
Army Public School,4.0,(569),Education & Training | New Delhi +95 other locations
Axiscades,3.1,(569),IT Services & Consulting | Bangalore / Bengaluru +12 other locations
Crystal Crop Protection,3.8,(569),Agro Chemicals | New Delhi +89 other locations
AVIOM,4.0,(568),NBFC | New Delhi +189 other locations
Amway India Enterprises,4.1,(568),Fitness & Wellness | Gurgaon / Gurugram +80 other locations
NLC India Limited,4.4,(567),Metals & Mining | Neyveli +26 other locations
Dr. Reddy's Foundation,3.7,(568),Non-Profit | Hyderabad / Secunderabad +88 other locations
WayCool Foods and Products,3.4,(566),FMCG | Chennai +41 other locations
Varindera Constructions,4.4,(568),Engineering & Construction | New Delhi +25 other locations
Fenesta Building Systems,4.1,(566),Building Material | Gurgaon / Gurugram +74 other locations
Pinnacle Infotech,3.4,(565),IT Services & Consulting | Durgapur +19 other locations
Aurionpro Solutions,3.5,(565),Software Product | Mumbai +49 other locations
Accion Labs,3.5,(565),IT Services & Consulting | Bangalore / Bengaluru +13 other locations
PayU Payments,3.4,(565),FinTech | Gurgaon / Gurugram +22 other locations
Colt Technology Services,4.2,(565),Hardware & Networking | Gurgaon / Gurugram +13 other locations
TSYS|Total System Services,4.1,(565),FinTech | Pune +10 other locations
Perficient,3.7,(564),IT Services & Consulting | Chennai +11 other locations
Lulu International Shopping Mall,3.7,(564),Retail | Lucknow +41 other locations
Apitoria Pharma,4.2,(564),Pharma | Hyderabad / Secunderabad +12 other locations
Ascent HR Technologies Private Limited,3.6,(563),Software Product | Bangalore / Bengaluru +15 other locations
The Saraswat Co-operative Bank,3.2,(564),Banking | Mumbai +34 other locations
Orra Fine Jewellery,3.5,(563),Jewellery | Mumbai +50 other locations
PureSoftware,3.0,(564),Software Product | Noida +11 other locations
Dishman Carbogen Amcis,3.5,(562),Ahmedabad +14 other locations
United Spirits,4.1,(561),Beverage | Bangalore / Bengaluru +96 other locations
Capital Numbers Infotech,4.2,(561),IT Services & Consulting | Kolkata +9 other locations
Kiya.ai,3.7,(558),IT Services & Consulting | Mumbai +18 other locations
Kaar Tech,4.2,(563),IT Services & Consulting | Chennai +11 other locations
J K Fenner,3.9,(559),Engineering & Construction | Chennai +56 other locations
Avaada Group,4.2,(559),Power | Noida +66 other locations
Baker Hughes,4.1,(559),Oil & Gas | Bangalore / Bengaluru +38 other locations
Damco Solutions,3.6,(560),IT Services & Consulting | Noida +22 other locations
Transport Corporation Of India,3.8,(559),Logistics | Gurgaon / Gurugram +82 other locations
Motilal Oswal Wealth Management,4.4,(558),Financial Services | Mumbai +25 other locations
Courtyard by Marriott,4.2,(558),Hospitality | Mumbai +41 other locations
Expleo Group,3.4,(558),IT Services & Consulting | Pune +9 other locations
HashedIn by Deloitte,4.0,(559),IT Services & Consulting | Bangalore / Bengaluru +16 other locations
Mr Cooper,4.0,(558),Financial Services | Chennai +11 other locations
Levi Strauss & Co.,4.2,(558),Fashion & Textile | Bangalore / Bengaluru +80 other locations
Country Delight,3.8,(558),Food Processing | Gurgaon / Gurugram +35 other locations
McCain Foods,4.1,(558),FMCG | Mehsana +72 other locations
Prochant,3.9,(558),Analytics & KPO | Chennai +9 other locations
Applied Materials,3.7,(557),Semiconductors | Bangalore / Bengaluru +11 other locations
Alcon,3.8,(558),Medical Equipment | Bangalore / Bengaluru +38 other locations
Alcon,3.8,(558),Medical Equipment | Bangalore / Bengaluru +38 other locations
Allianz Services,4.2,(557),Insurance | Thiruvananthapuram +13 other locations
Toothsi,2.7,(554),Internet | Mumbai +19 other locations
Lear Corporation,4.0,(554),Auto Components | Pune +19 other locations
Voyants Solutions,3.7,(555),Engineering & Construction | Gurgaon / Gurugram +92 other locations
Herbalife International,4.0,(554),Healthcare | Bangalore / Bengaluru +85 other locations
Toyota Industries Engine India,4.4,(554),Auto Components | Bangalore / Bengaluru +15 other locations
DB Schenker,4.3,(553),Logistics | Gurgaon / Gurugram +40 other locations
Vyapar,3.6,(553),Software Product | Bangalore / Bengaluru +39 other locations
Renault,4.1,(553),Automobile | Chennai +149 other locations
Z X Learning,4.3,(553),EdTech | Lucknow +89 other locations
Maxop Engineering Co.,4.1,(553),Auto Components | Gurgaon / Gurugram +15 other locations
Congruex Asia Pacific,3.7,(551),Engineering & Construction | Mohali +24 other locations
Solara Active Pharma Sciences,3.7,(552),Pharma | Visakhapatnam +19 other locations
Iron Mountain Inc,3.8,(552),IT Services & Consulting | Bangalore / Bengaluru +49 other locations
Empower,4.0,(552),Financial Services | Bangalore / Bengaluru +12 other locations
Paras Dairy,3.5,(552),Food Processing | New Delhi +59 other locations
Infinity Learn,4.2,(554),EdTech | Hyderabad / Secunderabad +17 other locations
Genesys International Corporation,3.4,(552),IT Services & Consulting | Mumbai +15 other locations
QSpiders,3.8,(553),Education & Training | Bangalore / Bengaluru +26 other locations
Kauvery Hospital,4.0,(553),Healthcare | Chennai +21 other locations
HUDL,3.2,(551),Software Product | Mumbai +17 other locations
Practo,3.0,(549),Internet | Bangalore / Bengaluru +24 other locations
ArcelorMittal,4.1,(549),Iron & Steel | Surat +49 other locations
Bajaj Consumer Care,3.8,(549),FMCG | Mumbai +111 other locations
Andritz Hydro Location India,3.8,(550),Chennai +28 other locations
UTL Solar,3.6,(549),Electronics Manufacturing | New Delhi +76 other locations
Paramount Health Services Tpa,3.9,(548),Insurance | Mumbai +39 other locations
MITS Global Consulting,4.6,(548),Recruitment | Mumbai +12 other locations
Unimoni,3.9,(547),FinTech | Chennai +135 other locations
General Motors,4.0,(547),Automobile | Pune +36 other locations
Sandoz,4.0,(547),Pharma | Hyderabad / Secunderabad +21 other locations
BUSINESSNEXT,3.5,(548),Software Product | Noida +9 other locations
"DATAMARK, Inc.",3.5,(547),BPO | Chennai +13 other locations
Navin Fluorine International,3.8,(547),Chemicals | Surat +17 other locations
Marelli,3.5,(546),Auto Components | Gurgaon / Gurugram +18 other locations
Mahendra NextWealth IT,3.4,(546),IT Services & Consulting | Salem +26 other locations
Inox Wind,3.8,(545),Power | Noida +41 other locations
Kellogg Brown and Root,4.1,(545),Engineering & Construction | Chennai +36 other locations
Kirloskar Pneumatic,4.0,(545),Industrial Machinery | Pune +21 other locations
Wow Momo Foods,3.6,(543),Hospitality | Kolkata +52 other locations
Datamatics Business Solutions,3.3,(545),Management Consulting | Mumbai +13 other locations
Harman Finochem,3.6,(544),Pharma | Aurangabad +15 other locations
Western Refrigeration,3.8,(543),Industrial Machinery | Vapi +40 other locations
Innominds Software,3.3,(544),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations
Prestige Group,4.3,(543),Real Estate | Bangalore / Bengaluru +30 other locations
Gayatri Projects,3.9,(541),Engineering & Construction | Hyderabad / Secunderabad +71 other locations
Dhani Healthcare,3.4,(539),FinTech | Gurgaon / Gurugram +81 other locations
Utility Powertech,3.8,(541),Power | New Delhi +92 other locations
Bharti Infratel,4.7,(541),Telecom | Gurgaon / Gurugram +70 other locations
L & W Constructions,3.9,(541),Engineering & Construction | Bangalore / Bengaluru +19 other locations
C5i,4.1,(542),Analytics & KPO | Bangalore / Bengaluru +16 other locations
Carlsberg,4.0,(542),Beverage | Gurgaon / Gurugram +66 other locations
Maini Precision Products,3.4,(540),Auto Components | Bangalore / Bengaluru +11 other locations
The Times of India,3.6,(540),Media & Entertainment | New Delhi +53 other locations
SAEL Industries Limited,4.0,(540),Power | New Delhi +62 other locations
Virtual Employee,3.3,(540),Recruitment | Noida +22 other locations
Laxmi Organic Industries,3.9,(540),Chemicals | Mahad +19 other locations
FiveS Digital,3.4,(539),BPO | Jamshedpur +27 other locations
Ambit Finvest,4.0,(539),NBFC | Mumbai +108 other locations
Offshore Infrastructures,4.2,(539),Engineering & Construction | Mumbai +51 other locations
RAK Ceramics,3.8,(539),Building Material | Kakinada +60 other locations
Groupm Media,3.7,(539),Marketing & Advertising | Gurgaon / Gurugram +27 other locations
Propertypistol Realty,3.7,(539),Internet | Mumbai +25 other locations
Enco Engineers Combine,3.7,(539),Auto Components | Gurgaon / Gurugram +17 other locations
Telenor,4.1,(538),Telecom | Gurgaon / Gurugram +115 other locations
RuralShores,3.6,(538),BPO | Bangalore / Bengaluru +47 other locations
Craftsman Automation,3.9,(539),Auto Components | Coimbatore +25 other locations
Bharat Fritz Werner,3.9,(538),Industrial Machinery | Bangalore / Bengaluru +18 other locations
Yokohama,3.6,(538),Auto Components | Bahadurgarh +44 other locations
Roop Polymers,4.0,(537),Auto Components | Gurgaon / Gurugram +25 other locations
Cpf India,4.0,(537),Food Processing | Bangalore / Bengaluru +59 other locations
Vestige,4.3,(537),Fitness & Wellness | New Delhi +111 other locations
LendingKart,3.5,(536),NBFC | Ahmedabad +46 other locations
Maxgen Technologies,4.5,(536),IT Services & Consulting | Pune +8 other locations
MR.DIY,3.3,(536),Retail | Mumbai +85 other locations
BLK Super Speciality Hospital,3.9,(535),Healthcare | New Delhi +16 other locations
RMC Readymix,3.6,(536),Building Material | Mumbai +67 other locations
Insuremile,4.7,(535),Internet | Bangalore / Bengaluru +16 other locations
RadiSys,3.8,(536),Telecom | Bangalore / Bengaluru +11 other locations
Hi Tech Gears,4.0,(536),Auto Components | Bhiwadi +29 other locations
Eicher Motors,4.1,(536),Automobile | Indore +96 other locations
CTS Consulting & Technical Support,3.7,(534),Engineering & Construction | Chennai +31 other locations
GSPANN Technologies,4.1,(533),IT Services & Consulting | Hyderabad / Secunderabad +9 other locations
S P Singla Constructions,3.5,(532),Engineering & Construction | Patna +62 other locations
Infiniti Research,3.4,(533),Bangalore / Bengaluru +8 other locations
AM Infoweb,3.9,(532),BPO | Pune +8 other locations
Sulzer,3.9,(533),Industrial Machinery | Pune +25 other locations
Macawber Beekay,4.2,(531),Industrial Machinery | Noida +57 other locations
Anudip Foundation,3.7,(532),Non-Profit | Kolkata +62 other locations
CompuCom,3.8,(530),IT Services & Consulting | Pune +7 other locations
NMDC Limited,4.2,(530),Metals & Mining | Jagdalpur +41 other locations
Titan Engineering & Automation,3.8,(530),Engineering & Construction | Hosur +16 other locations
Dusters Total Solutions Services,3.9,(529),Facility Management Services | Bangalore / Bengaluru +62 other locations
DM Immigration Consultant,1.0,(529),Other | Bangalore / Bengaluru +3 other locations
Systra Consulting,3.9,(528),Engineering & Construction | New Delhi +40 other locations
Stock Holding Corporation of India,3.6,(528),Financial Services | Mumbai +101 other locations
Kidzee,3.9,(528),EdTech | Kolkata +118 other locations
Micron Electricals,4.0,(528),Engineering & Construction | Bangalore / Bengaluru +18 other locations
Castrol,4.3,(528),Petrochemicals | Mumbai +123 other locations
5paisa Capital Ltd.,4.2,(528),Financial Services | Mumbai +9 other locations
Tracxn,2.8,(527),Internet | Bangalore / Bengaluru +11 other locations
Fena,4.0,(527),FMCG | New Delhi +84 other locations
Wellness Forever Medicare,3.8,(527),Retail | Mumbai +41 other locations
Vimta Labs,3.4,(527),Clinical Research | Hyderabad / Secunderabad +29 other locations
Hitachi Cash Management Services,3.3,(528),Other | Mumbai +97 other locations
Sanmina Sci,4.1,(527),Electronics Manufacturing | Chennai +16 other locations
Allianz Partners,3.7,(526),Insurance | Gurgaon / Gurugram +19 other locations
Reliance Life Sciences,3.6,(526),Clinical Research | Mumbai +34 other locations
Haldiram Snacks,3.9,(527),Food Processing | Noida +67 other locations
Jaipur Rugs,4.3,(525),Fashion & Textile | Jaipur +20 other locations
Welspun Enterprises,4.2,(525),Engineering & Construction | Mumbai +48 other locations
Canon,3.9,(525),Consumer Electronics & Appliances | Gurgaon / Gurugram +66 other locations
Zolo,3.3,(525),Internet | Bangalore / Bengaluru +24 other locations
Celebi Aviation Holding,3.9,(518),Aviation | Mumbai +15 other locations
Zycus Infotech,2.6,(526),Software Product | Mumbai +9 other locations
Scaler Academy,3.5,(524),EdTech | Bangalore / Bengaluru +8 other locations
Chaayos,3.4,(524),Retail | New Delhi +22 other locations
Sterling,4.0,(527),Healthcare | Mumbai +63 other locations
Uttar Pradesh Power Corporation,4.0,(524),Power | Lucknow +89 other locations
CDK Global,3.8,(523),IT Services & Consulting | Hyderabad / Secunderabad +7 other locations
Capital Business Systems,3.6,(523),IT Services & Consulting | New Delhi +109 other locations
DFM Foods,4.0,(523),FMCG | New Delhi +79 other locations
Emaar India Limited,3.6,(523),Real Estate | Gurgaon / Gurugram +18 other locations
ExxonMobil,3.8,(522),Oil & Gas | Bangalore / Bengaluru +38 other locations
Mecon,3.9,(522),Metals & Mining | Ranchi +49 other locations
BOBCARD Ltd.,4.1,(522),NBFC | Mumbai +105 other locations
My Home Constructions,4.3,(522),Real Estate | Hyderabad / Secunderabad +19 other locations
FMC Corporation,3.9,(523),Agro Chemicals | Bharuch +116 other locations
Brigade Group,4.1,(523),Real Estate | Bangalore / Bengaluru +11 other locations
Legrand,3.7,(522),Electrical Equipment | Mumbai +58 other locations
Quikr,3.5,(520),Internet | Bangalore / Bengaluru +24 other locations
Bharat Gears,4.0,(520),Auto Components | Faridabad +23 other locations
Magma General Insurance Limited,3.7,(521),Insurance | Mumbai +87 other locations
Tradeshala,4.5,(520),Education & Training | Bangalore / Bengaluru +8 other locations
House Of Anita Dongre,4.2,(521),Fashion & Textile | Mumbai +47 other locations
Ralson Tyres Limited,3.6,(520),Auto Components | Ludhiana +52 other locations
Regalix,2.8,(519),Marketing & Advertising | Hyderabad / Secunderabad +7 other locations
BrightCHAMPS,4.0,(519),EdTech | Bangalore / Bengaluru +28 other locations
N.C.L. Industries,3.7,(519),Building Material | Hyderabad / Secunderabad +69 other locations
